Unnamed: 0,customer_id,gender,location,partner,dependents,senior,Tenure,monthly_cost,package,survey,Class
4187,F5686,Female,Lancashire,0,1,0,19.0,,1,6.0,Churn=No
4188,J3517,Male,Greater London,0,1,0,17.0,,4,5.0,Churn=No
4189,D3252,Male,Greater London,0,0,1,4.0,,2,1.0,Churn=Yes
4190,B9068,Female,West Yorkshire,0,1,0,3.0,,2,4.696087084436599,Churn=Yes
4191,F2253,Female,Greater London,1,1,0,5.0,,4,6.0,Churn=No
4192,G3404,Female,Greater London,1,1,1,19.0,,2,4.696087084436599,Churn=Yes
4193,B9454,Female,Greater London,1,1,0,8.0,,2,4.696087084436599,Churn=No
4194,H9468,Male,West Midlands,0,0,0,1.0,,1,1.0,Churn=Yes
4195,D9522,Male,West Midlands,0,1,0,1.0,,2,6.0,Churn=Yes
4196,I6238,Female,Hampshire,1,1,1,6.0,,4,9.0,Churn=No
4197,K1451,Female,Greater Manchester,0,1,0,10.0,,3,2.0,Churn=No
4198,F1307,Female,Essex,0,0,0,0.0,,1,1.0,Churn=Yes
4199,C4597,Male,Surrey,1,1,0,11.0,,4,6.0,Churn=No
4200,K7296,Male,Greater London,1,0,1,0.0,,2,1.0,Churn=Yes
4201,D5281,Male,Greater Manchester,1,1,0,9.0,,4,5.0,Churn=No
4202,J7580,Female,Greater London,0,1,0,10.0,,1,6.0,Churn=No
4203,K9074,Male,Greater London,1,1,0,12.0,,4,4.0,Churn=No
4204,C9359,Female,Greater London,1,1,0,5.0,,4,7.0,Churn=No
4205,K2343,Male,Greater London,0,1,1,7.0,,2,7.0,Churn=No
4206,A5413,Female,Hertfordshire,0,0,0,0.0,,1,1.0,Churn=Yes
4207,A6816,Female,Devon,0,0,0,0.0,,2,1.0,Churn=Yes
4208,K6041,Female,Surrey,1,1,0,14.0,,4,9.0,Churn=No
4209,G7281,Female,Merseyside,1,1,1,6.0,,2,3.0,Churn=Yes
4210,F8663,Female,Greater Manchester,0,0,0,1.0,,1,1.0,Churn=Yes
4211,H7834,Female,Greater London,1,1,0,12.0,,1,7.0,Churn=No
4212,K1062,Male,Greater Manchester,0,1,0,16.0,,3,1.0,Churn=Yes
4213,F3833,Female,Greater Manchester,0,1,0,17.0,,2,8.0,Churn=No
4214,I3975,Female,West Midlands,1,1,0,24.0,,1,10.0,Churn=No
4215,H7808,Female,West Midlands,0,1,0,19.0,,1,4.0,Churn=No
4216,J3359,Male,West Midlands,1,1,0,8.0,,4,6.0,Churn=No
4217,B6869,Female,Hertfordshire,1,1,0,7.0,,4,6.0,Churn=No
4218,A6129,Male,Essex,0,0,0,0.0,,2,4.0,Churn=Yes
4219,E5176,Male,Surrey,1,1,0,8.0,,4,3.0,Churn=No
4220,H7047,Female,Devon,1,1,0,9.0,,3,7.0,Churn=No
4221,B5847,Female,Kent,1,1,0,14.0,,4,7.0,Churn=No
4222,C9124,Male,Lancashire,1,1,0,15.0,,4,6.0,Churn=No
4223,J9811,Male,Merseyside,1,1,0,6.0,,1,1.0,Churn=No
4224,E1008,Female,Kent,0,1,0,6.0,,3,7.0,Churn=No
4225,G9524,Female,Hampshire,1,1,0,9.0,,2,4.696087084436599,Churn=No
4226,E6878,Female,Essex,1,1,0,7.0,,1,4.696087084436599,Churn=No
4227,F9448,Female,South Yorkshire,1,1,0,12.0,,3,6.0,Churn=No
4228,D7194,Female,Kent,1,1,0,8.0,,4,5.0,Churn=No
4229,I3925,Male,Greater London,1,1,0,18.0,,1,5.0,Churn=No
4230,J8105,Female,South Yorkshire,1,1,1,10.0,,2,6.0,Churn=No
4231,E9044,Male,Greater London,0,1,0,18.0,,1,6.0,Churn=No
4232,D4745,Female,Greater London,0,0,0,3.0,,1,2.0,Churn=Yes
4233,H1828,Male,Kent,1,0,1,8.0,,2,1.0,Churn=No
4234,J5403,Female,Greater London,0,0,0,0.0,,3,3.0,Churn=Yes
4235,C1260,Male,Surrey,1,1,0,16.0,,3,7.0,Churn=No
4236,D6759,Female,Lancashire,1,1,0,7.0,,4,5.0,Churn=No
4237,G4806,Female,Hampshire,0,1,0,4.0,,2,6.0,Churn=No
4238,B8539,Male,Merseyside,0,1,0,8.0,,1,2.0,Churn=Yes
4239,F6349,Female,Merseyside,0,0,0,2.0,,2,0.0,Churn=Yes
4240,D3413,Male,West Yorkshire,1,1,0,11.0,,3,6.0,Churn=No
4241,D5771,Male,Devon,0,0,0,2.0,,1,4.696087084436599,Churn=Yes
4242,J7362,Female,Lancashire,0,1,0,0.0,,1,6.0,Churn=Yes
4243,B3280,Male,Essex,0,1,0,15.0,,1,8.0,Churn=No
4244,D1843,Male,Hertfordshire,1,1,1,1.0,,2,9.0,Churn=No
4245,F8111,Female,Greater London,1,0,1,15.0,,2,1.0,Churn=Yes
4246,B8022,Female,Greater London,0,0,1,5.0,,2,0.0,Churn=Yes
4247,C6057,Male,Greater London,1,1,1,10.0,,2,5.0,Churn=Yes
4248,K6504,Female,Greater London,1,1,0,16.0,,4,4.0,Churn=No
4249,J7022,Female,Lancashire,1,0,1,1.0,,2,4.0,Churn=Yes
4250,F8422,Female,North Yorkshire,1,1,1,10.0,,2,6.0,Churn=No
4251,K6911,Female,Greater London,1,1,0,14.0,,4,1.0,Churn=No
4252,F1240,Female,Kent,1,1,1,8.0,,2,7.0,Churn=No
4253,E1661,Female,Greater Manchester,1,1,0,9.0,,3,5.0,Churn=No
4254,C4082,Female,Lancashire,0,1,1,8.0,,2,7.0,Churn=No
4255,K7945,Male,Greater London,0,1,0,11.0,,1,0.0,Churn=No
4256,K8240,Male,Lancashire,0,1,0,12.0,,3,7.0,Churn=No
4257,D2948,Male,North Yorkshire,1,0,0,0.0,,1,2.0,Churn=Yes
4258,J8111,Female,Surrey,1,1,0,7.0,,2,6.0,Churn=No
4259,I1960,Male,Greater London,0,1,0,6.0,,1,6.0,Churn=No
4260,C6461,Female,Kent,1,1,0,5.0,,4,6.0,Churn=No
4261,D5885,Male,Greater London,0,1,0,9.0,,1,8.0,Churn=No
4262,D4187,Female,Merseyside,1,1,0,14.0,,4,2.0,Churn=No
4263,B5831,Female,Greater Manchester,1,1,0,8.0,,1,5.0,Churn=No
4264,D4573,Male,Greater London,1,1,0,8.0,,2,3.0,Churn=No
4265,E1086,Male,Essex,1,1,0,25.0,,4,5.0,Churn=No
4266,E9151,Male,North Yorkshire,1,1,1,6.0,,2,4.0,Churn=Yes
4267,G1786,Female,West Yorkshire,1,1,1,8.0,,2,4.696087084436599,Churn=Yes
4268,H7298,Male,Kent,0,0,1,0.0,,4,3.0,Churn=No
4269,A2904,Male,West Yorkshire,1,1,0,8.0,,4,6.0,Churn=No
4270,F6338,Male,Hampshire,0,1,0,0.0,,2,8.0,Churn=Yes
4271,A3950,Female,Greater London,0,1,0,9.0,,1,8.0,Churn=No
4272,K7523,Male,North Yorkshire,1,1,0,10.0,,4,4.696087084436599,Churn=No
4273,D1738,Male,West Midlands,0,1,0,10.0,,3,2.0,Churn=Yes
4274,H4847,Male,Greater London,1,1,0,13.0,,2,3.0,Churn=No
4275,G8152,Male,Greater London,0,1,0,15.0,,1,4.0,Churn=No
4276,I6180,Female,Greater Manchester,1,0,1,1.0,,2,0.0,Churn=Yes
4277,C6669,Male,West Midlands,0,1,0,9.0,,1,6.0,Churn=No
4278,D8945,Male,Greater London,0,0,0,2.0,,1,3.0,Churn=Yes
4279,F9700,Male,Lancashire,1,1,0,11.0,,3,8.0,Churn=No
4280,K2074,Male,Greater London,1,1,1,17.0,,2,1.0,Churn=Yes
4281,D8472,Female,Kent,1,1,0,19.0,,4,4.696087084436599,Churn=No
4282,H5758,Female,Greater London,1,1,0,21.0,,3,2.0,Churn=No
4283,F1149,Male,West Yorkshire,1,1,0,6.0,,1,4.696087084436599,Churn=No
4284,H7724,Female,Hampshire,0,0,0,1.0,,4,3.0,Churn=Yes
4285,H3109,Female,Lancashire,1,1,0,14.0,,4,7.0,Churn=No
4286,D1968,Male,Kent,1,0,0,0.0,,1,3.0,Churn=No
4287,E3759,Female,Greater London,1,0,0,2.0,,4,2.0,Churn=Yes
4288,I5196,Female,Greater London,1,0,1,15.0,,2,1.0,Churn=Yes
4289,A5524,Male,Lancashire,0,1,1,6.0,,1,6.0,Churn=No
4290,B8236,Female,Greater London,0,0,0,4.0,,1,1.0,Churn=Yes
4291,I3402,Male,Greater London,1,1,1,19.0,,2,4.696087084436599,Churn=Yes
4292,C8175,Female,Greater London,0,0,1,0.0,,2,4.696087084436599,Churn=No
4293,F5216,Female,West Midlands,0,1,0,24.0,,2,0.0,Churn=No
4294,F4505,Male,Merseyside,1,1,0,10.0,,2,7.0,Churn=No
4295,I7368,Male,Surrey,0,1,1,23.0,,1,7.0,Churn=No
4296,F5070,Female,West Midlands,1,1,1,7.0,,2,7.0,Churn=No
4297,D3455,Female,Hertfordshire,0,0,0,1.0,,4,1.0,Churn=Yes
4298,A5892,Female,Greater London,1,1,0,16.0,,1,5.0,Churn=No
4299,F1464,Female,Greater London,0,1,0,14.0,,2,6.0,Churn=No
4300,I6217,Female,South Yorkshire,0,0,1,1.0,,2,4.0,Churn=Yes
4301,J3023,Female,Merseyside,1,1,0,7.0,,3,5.0,Churn=No
4302,A2927,Male,Hampshire,1,1,0,8.0,,3,7.0,Churn=No
4303,A7443,Female,North Yorkshire,1,1,1,12.0,,2,4.696087084436599,Churn=No
4304,A8177,Male,Greater London,1,1,0,8.0,,4,6.0,Churn=No
4305,C2482,Female,Lancashire,1,1,0,12.0,,4,1.0,Churn=No
4306,B2514,Male,Lancashire,1,1,0,8.0,,4,2.0,Churn=Yes
4307,J7452,Female,Greater London,1,1,0,1.0,,3,4.0,Churn=No
4308,I4868,Female,Greater London,0,1,1,16.0,,1,3.0,Churn=Yes
4309,I2498,Female,Greater Manchester,1,1,0,19.0,,2,7.0,Churn=No
4310,G6849,Female,Hampshire,0,1,0,15.0,,1,4.696087084436599,Churn=No
4311,B5234,Female,Greater Manchester,1,1,0,24.0,,3,8.0,Churn=No
4312,H5243,Male,Greater London,0,0,0,2.0,,1,0.0,Churn=Yes
4313,D6731,Male,North Yorkshire,0,0,0,0.0,,4,1.0,Churn=Yes
4314,I4513,Female,Greater London,0,1,0,8.0,,1,7.0,Churn=No
4315,C3016,Female,Greater London,0,1,0,13.0,,1,6.0,Churn=No
4316,F3785,Male,West Midlands,1,1,0,8.0,,2,3.0,Churn=No
4317,I7514,Female,Lancashire,1,1,0,14.0,,1,8.0,Churn=No
4318,C4699,Female,Hampshire,1,0,0,0.0,,4,0.0,Churn=Yes
4319,D9557,Male,Greater London,1,1,0,9.0,,4,4.0,Churn=No
4320,H5018,Female,Devon,1,0,0,2.0,$21963,4,2.0,Y$e$s$$
4321,J1760,Male,Hertfordshire,0,0,0,0.0,,1,1.0,Churn=Yes
4322,H8856,Male,West Midlands,0,1,1,8.0,,2,5.0,Churn=No
4323,E6734,Female,West Midlands,1,1,0,14.0,,2,7.0,Churn=No
4324,I1905,Male,Greater London,0,1,1,23.0,,4,3.0,Churn=Yes
4325,A9207,Male,Greater London,0,0,1,9.0,,2,2.0,Churn=Yes
4326,E7443,Male,West Midlands,0,1,0,7.0,,1,6.0,Churn=No
4327,G4903,Male,Essex,1,1,0,13.0,,4,3.0,Churn=No
4328,J1520,Female,Greater London,0,0,0,0.0,,1,4.0,Churn=Yes
4329,C6726,Male,Hampshire,1,1,0,17.0,,4,4.0,Churn=No
4330,B3906,Female,Hertfordshire,1,1,0,7.0,,1,4.696087084436599,Churn=No
4331,F6289,Female,West Yorkshire,1,0,0,0.0,,2,0.0,Churn=Yes
4332,K4113,Male,West Yorkshire,1,0,1,13.0,,4,1.0,Churn=Yes
4333,H9146,Female,Greater London,0,1,0,19.0,,2,8.0,Churn=No
4334,I3655,Male,South Yorkshire,0,0,0,0.0,,1,1.0,Churn=Yes
4335,I7289,Male,Greater London,0,1,0,15.0,,2,5.0,Churn=No
4336,H7586,Male,Greater London,0,1,0,16.0,$33738,2,1.0,Y$e$s$$
4337,B7161,Female,Lancashire,0,1,0,6.0,,1,3.0,Churn=Yes
4338,E4461,Female,South Yorkshire,1,1,1,1.0,,2,6.0,Churn=No
4339,D2198,Female,Surrey,0,1,0,13.0,,1,4.696087084436599,Churn=Yes
4340,E3269,Female,Greater London,1,1,0,7.0,,4,2.0,Churn=No
4341,E1839,Female,Merseyside,0,0,0,5.0,,1,1.0,Churn=Yes
4342,D9014,Male,Greater London,1,0,0,3.0,,1,0.0,Churn=Yes
4343,A3323,Female,Greater London,0,1,0,16.0,,1,6.0,Churn=Yes
4344,J8081,Female,Greater London,1,1,0,11.0,,3,8.0,Churn=No
4345,C3085,Female,Greater London,1,0,1,8.0,,2,1.0,Churn=Yes
4346,G9074,Female,Greater London,1,1,1,8.0,,2,3.0,Churn=Yes
4347,B6684,Female,West Midlands,1,0,0,1.0,,4,3.0,Churn=Yes
4348,H5933,Male,Greater London,1,1,1,15.0,,2,5.0,Churn=No
4349,F9269,Female,Greater London,0,1,0,6.0,,2,4.0,Churn=No
4350,F6701,Male,West Midlands,1,1,0,4.0,,3,9.0,Churn=No
4351,D6066,Female,West Midlands,1,1,0,8.0,,4,4.696087084436599,Churn=No
4352,E4194,Male,Greater London,0,1,0,13.0,,1,8.0,Churn=No
4353,G1258,Female,West Yorkshire,1,0,1,5.0,,2,3.0,Churn=No
4354,C9735,Female,Essex,0,1,0,6.0,,2,5.0,Churn=Yes
4355,D2839,Male,West Yorkshire,1,1,0,8.0,,4,5.0,Churn=No
4356,F5372,Female,Hertfordshire,1,1,1,16.0,,2,7.0,Churn=No
4357,G7975,Female,Devon,1,0,1,0.0,,4,4.0,Churn=No
4358,D5918,Male,Greater London,0,1,0,7.0,,3,4.696087084436599,Churn=Yes
4359,D7937,Male,Greater London,0,0,1,3.0,,2,3.0,Churn=No
4360,A4863,Male,North Yorkshire,1,1,0,13.0,,2,5.0,Churn=No
4361,I8285,Female,West Midlands,1,1,0,7.0,,3,7.0,Churn=No
4362,I5774,Male,West Midlands,1,1,0,6.0,,4,5.0,Churn=No
4363,K2365,Female,West Midlands,1,1,0,9.0,,4,5.0,Churn=No
4364,H3572,Male,Hampshire,0,0,0,0.0,,1,1.0,Churn=Yes
4365,K6055,Male,Greater London,0,1,0,14.0,,2,6.0,Churn=No
4366,G9102,Female,West Midlands,1,1,0,9.0,,1,7.0,Churn=No
4367,G9198,Female,Lancashire,0,1,0,16.0,,1,1.0,Churn=Yes
4368,B3195,Male,Merseyside,1,1,0,13.0,,3,8.0,Churn=No
4369,A3393,Female,Greater London,1,1,0,17.0,,4,6.0,Churn=No
4370,B8162,Female,Greater Manchester,1,1,0,1.0,,3,4.0,Churn=Yes
4371,A2693,Male,Greater London,0,0,0,0.0,,2,3.0,Churn=Yes
4372,J4090,Male,Hertfordshire,1,1,0,14.0,,3,6.0,Churn=No
4373,K4791,Male,Hampshire,0,1,0,12.0,,2,6.0,Churn=No
4374,D6409,Female,Hertfordshire,1,1,0,20.0,,4,6.0,Churn=No
4375,E4434,Female,Kent,1,1,0,10.0,,4,6.0,Churn=No
4376,C7717,Female,Greater London,0,0,0,2.0,,2,4.696087084436599,Churn=Yes
4377,E2993,Male,Greater Manchester,0,1,0,12.0,,2,9.0,Churn=No
4378,A5936,Female,Greater London,1,0,1,8.0,,2,1.0,Churn=Yes
4379,E4290,Female,Kent,1,1,0,3.0,,4,5.0,Churn=No
4380,C8421,Female,Devon,0,1,0,15.0,,1,4.696087084436599,Churn=No
4381,E5275,Female,Greater London,1,1,0,14.0,,4,6.0,Churn=No
4382,K3517,Male,Greater Manchester,1,0,0,1.0,,1,2.0,Churn=Yes
4383,E4571,Female,Greater London,0,1,1,12.0,,2,4.696087084436599,Churn=No
4384,C6016,Male,North Yorkshire,1,1,0,11.0,,1,4.0,Churn=No
4385,G5312,Male,Kent,1,1,0,18.0,,4,4.696087084436599,Churn=No
4386,H8689,Female,West Yorkshire,1,0,1,10.0,,2,2.0,Churn=No
4387,K9787,Male,Kent,1,1,0,14.0,,3,5.0,Churn=No
4388,H3981,Male,Greater London,1,1,0,7.0,,4,6.0,Churn=No
4389,G4631,Male,Greater London,1,1,0,8.0,,3,4.696087084436599,Churn=No
4390,I1418,Male,Greater London,1,0,1,0.0,,2,3.0,Churn=Yes
4391,K4252,Female,Greater London,0,1,0,6.0,,1,2.0,Churn=Yes
4392,F1141,Female,Greater London,1,1,0,17.0,,3,6.0,Churn=No
4393,K6435,Female,Devon,0,1,0,12.0,,1,4.696087084436599,Churn=No
4394,C9317,Male,Greater Manchester,1,1,0,18.0,,3,4.0,Churn=No
4395,J4627,Male,Devon,1,1,0,7.0,,4,7.0,Churn=No
4396,G6914,Female,Greater London,1,1,0,7.0,,3,5.0,Churn=No
4397,F2612,Male,West Midlands,1,1,1,20.0,,2,4.0,Churn=Yes
4398,C6500,Male,Greater London,0,1,0,10.0,,1,2.0,Churn=Yes
4399,C2445,Female,Greater London,1,1,0,9.0,,2,6.0,Churn=No
4400,A9673,Female,Greater Manchester,1,1,0,11.0,,4,6.0,Churn=No
4401,J9429,Male,Greater London,0,1,0,6.0,,2,5.0,Churn=Yes
4402,G2766,Female,West Midlands,0,1,0,17.0,,4,6.0,Churn=No
4403,F4563,Male,Greater London,1,1,0,8.0,,4,3.0,Churn=No
4404,C9174,Female,West Midlands,0,0,0,5.0,,4,1.0,Churn=No
4405,K5098,Male,Kent,0,1,0,9.0,,1,7.0,Churn=No
4406,C1979,Female,North Yorkshire,1,1,0,15.0,,4,1.0,Churn=Yes
4407,K9406,Male,Greater London,0,0,0,1.0,,2,1.0,Churn=Yes
4408,D2408,Female,Hertfordshire,1,1,0,2.0,,2,5.0,Churn=No
4409,B2285,Male,Devon,1,1,1,11.0,,2,5.0,Churn=No
4410,G3758,Female,Merseyside,0,1,1,11.0,,2,6.0,Churn=No
4411,B8186,Female,Hampshire,0,0,1,6.0,,2,3.0,Churn=No
4412,G9774,Female,West Yorkshire,0,1,0,14.0,,2,4.0,Churn=No
4413,C7240,Male,Surrey,1,1,0,13.0,,4,10.0,Churn=No
4414,J9302,Female,West Yorkshire,1,1,1,16.0,,2,6.0,Churn=Yes
4415,K7292,Male,Greater Manchester,1,0,0,0.0,,2,1.0,Churn=No
4416,E3896,Male,West Midlands,0,0,0,1.0,,3,1.0,Churn=Yes
4417,J2329,Male,Kent,0,1,0,9.0,,1,5.0,Churn=No
4418,C6066,Female,Greater London,1,1,0,1.0,,4,8.0,Churn=No
4419,F3769,Female,Greater London,0,1,0,14.0,,1,6.0,Churn=No
4420,B4641,Female,Greater London,0,0,0,4.0,,1,1.0,Churn=Yes
4421,E6323,Male,Greater London,0,0,0,7.0,,2,1.0,Churn=Yes
4422,I7032,Male,West Yorkshire,1,1,0,14.0,,1,7.0,Churn=No
4423,G3994,Male,Kent,1,1,1,10.0,,2,5.0,Churn=No
4424,J5074,Male,Merseyside,1,0,0,1.0,,3,1.0,Churn=Yes
4425,F5144,Female,Greater London,0,0,0,0.0,,1,1.0,Churn=Yes
4426,G3860,Male,Hertfordshire,0,1,1,5.0,,2,6.0,Churn=No
4427,E1847,Female,Greater London,1,1,1,17.0,,3,3.0,Churn=Yes
4428,E4993,Male,Greater London,0,1,0,2.0,,4,5.0,Churn=Yes
4429,H8631,Female,Kent,0,1,0,18.0,,1,9.0,Churn=No
4430,F5811,Female,North Yorkshire,0,1,0,7.0,,2,7.0,Churn=No
4431,H8045,Female,Greater London,0,1,1,2.0,,1,9.0,Churn=No
4432,K2855,Male,South Yorkshire,0,1,0,8.0,,2,7.0,Churn=No
4433,I8784,Male,West Midlands,1,1,0,9.0,,3,9.0,Churn=Yes
4434,E7089,Female,Kent,1,0,0,1.0,,3,2.0,Churn=Yes
4435,K3895,Female,Hertfordshire,1,1,0,12.0,,2,8.0,Churn=No
4436,J9334,Female,West Midlands,1,1,0,14.0,,3,6.0,Churn=No
4437,B8399,Female,West Midlands,1,0,0,1.0,,4,2.0,Churn=Yes
4438,B9317,Male,Merseyside,1,1,0,8.0,,3,5.0,Churn=No
4439,A2395,Male,Greater London,0,0,0,2.0,,2,2.0,Churn=Yes
4440,A9230,Female,Devon,1,1,0,15.0,,1,6.0,Churn=No
4441,F6178,Female,Greater Manchester,1,1,0,17.0,,2,6.0,Churn=No
4442,D1636,Female,Lancashire,0,0,0,1.0,,2,3.0,Churn=Yes
4443,A9302,Female,West Yorkshire,0,1,0,8.0,,1,2.0,Churn=No
4444,F6178,Female,Greater Manchester,1,1,0,17.0,,2,6.0,Churn=No
4445,A1848,Female,Surrey,0,1,0,14.0,,1,5.0,Churn=No
4446,C6378,Male,Greater London,1,1,1,14.0,,2,5.0,Churn=No
4447,H3393,Female,Greater London,0,0,0,0.0,,2,0.0,Churn=Yes
4448,C1325,Female,Greater London,1,1,0,11.0,,4,10.0,Churn=No
4449,G7352,Male,West Yorkshire,1,1,1,7.0,,2,6.0,Churn=No
4450,E1066,Male,Greater London,0,1,1,5.0,,2,7.0,Churn=No
4451,B2513,Female,Kent,1,1,0,12.0,,4,3.0,Churn=No
4452,C9959,Male,Hampshire,0,1,0,16.0,,1,6.0,Churn=No
4453,C2198,Female,Greater London,0,0,0,0.0,,1,1.0,Churn=Yes
4454,I5679,Female,Merseyside,1,1,1,0.0,,2,7.0,Churn=No
4455,H8705,Female,Greater London,1,1,0,9.0,,4,8.0,Churn=No
4456,I9493,Male,Greater London,1,1,0,11.0,,3,9.0,Churn=No
4457,D7458,Female,South Yorkshire,0,1,0,14.0,,1,6.0,Churn=No
4458,A8266,Male,Greater London,0,1,0,8.0,,1,2.0,Churn=No
4459,C3529,Female,Greater London,0,0,0,0.0,,2,3.0,Churn=Yes
4460,C5698,Male,Lancashire,0,0,0,3.0,,2,0.0,Churn=Yes
4461,C7945,Male,Greater London,1,1,0,1.0,,2,4.696087084436599,Churn=No
4462,D4716,Male,Greater London,1,1,0,12.0,,2,8.0,Churn=No
4463,C8521,Female,Surrey,1,1,0,6.0,,4,7.0,Churn=No
4464,F7861,Male,West Midlands,0,1,0,6.0,,1,4.0,Churn=Yes
4465,K4416,Male,Lancashire,0,1,1,17.0,,2,6.0,Churn=No
4466,A4604,Male,Essex,1,1,0,20.0,,4,3.0,Churn=No
4467,I1354,Male,Surrey,1,1,0,3.0,,3,4.696087084436599,Churn=Yes
4468,H1339,Male,Lancashire,0,1,0,6.0,,1,4.696087084436599,Churn=No
4469,E1851,Male,North Yorkshire,0,0,0,2.0,,1,4.0,Churn=No
4470,D7570,Female,Lancashire,0,1,1,11.0,,2,5.0,Churn=No
4471,F9650,Male,Hampshire,0,0,1,1.0,,2,5.0,Churn=No
4472,B7453,Male,Greater London,1,1,0,1.0,,4,4.696087084436599,Churn=Yes
4473,E1458,Male,Surrey,0,0,0,0.0,,4,3.0,Churn=Yes
4474,F6362,Female,Greater London,0,1,1,8.0,,4,6.0,Churn=No
4475,H6978,Female,Greater London,1,1,0,13.0,,3,6.0,Churn=No
4476,B2534,Male,North Yorkshire,1,1,0,12.0,,4,8.0,Churn=No
4477,E1049,Female,Greater London,1,0,1,12.0,,2,2.0,Churn=Yes
4478,J6982,Male,Greater London,0,0,1,7.0,,2,4.0,Churn=No
4479,J2533,Female,Hampshire,0,1,1,2.0,,2,7.0,Churn=No
4480,J4586,Male,Greater London,1,1,0,6.0,,4,7.0,Churn=No
4481,I7830,Male,West Midlands,1,1,0,21.0,,3,6.0,Churn=No
4482,A9581,Female,Greater London,0,0,1,1.0,,2,2.0,Churn=Yes
4483,I8295,Male,Lancashire,0,1,0,11.0,,2,5.0,Churn=No
4484,D9363,Male,Greater London,1,1,0,9.0,,4,2.0,Churn=Yes
4485,B2701,Female,Devon,1,1,1,6.0,,2,6.0,Churn=No
4486,J8980,Male,North Yorkshire,1,1,0,17.0,,1,6.0,Churn=No
4487,J4430,Male,West Yorkshire,0,1,0,6.0,,1,7.0,Churn=No
4488,H3843,Female,West Midlands,1,1,0,10.0,,4,9.0,Churn=No
4489,K3082,Male,North Yorkshire,0,0,1,4.0,,2,2.0,Churn=Yes
4490,B9729,Male,Kent,0,1,0,7.0,,1,6.0,Churn=No
4491,A5101,Male,Essex,0,0,0,2.0,,3,3.0,Churn=Yes
4492,F2428,Male,Hampshire,1,1,0,22.0,,4,7.0,Churn=No
4493,C6033,Male,Greater London,1,1,1,19.0,,2,6.0,Churn=No
4494,K6333,Male,South Yorkshire,0,1,0,11.0,,2,7.0,Churn=No
4495,A4069,Male,Greater Manchester,1,1,0,14.0,,4,7.0,Churn=No
4496,A8542,Male,Greater Manchester,0,1,1,4.0,,2,7.0,Churn=No
4497,A8536,Female,Greater London,1,1,0,4.0,,3,7.0,Churn=No
4498,A1884,Female,Greater London,0,1,0,3.0,,2,4.696087084436599,Churn=Yes
4499,D7966,Male,Kent,0,1,0,13.0,,3,5.0,Churn=No
4500,E4537,Male,Essex,0,1,0,18.0,,1,6.0,Churn=No
4501,B5537,Male,West Yorkshire,0,1,0,7.0,,4,6.0,Churn=No
4502,D8171,Female,North Yorkshire,1,1,0,11.0,,1,4.696087084436599,Churn=No
4503,E5489,Male,West Yorkshire,1,1,0,15.0,,3,5.0,Churn=No
4504,I6293,Female,Greater Manchester,1,1,0,13.0,,4,5.0,Churn=No
4505,G5228,Male,Hampshire,1,1,0,10.0,,4,4.696087084436599,Churn=No
4506,I7024,Male,West Midlands,1,1,1,16.0,,2,2.0,Churn=No
4507,I9325,Female,South Yorkshire,0,0,0,0.0,,1,4.696087084436599,Churn=Yes
4508,G7396,Male,Essex,1,1,0,10.0,,4,5.0,Churn=No
4509,K1614,Male,Greater Manchester,1,0,0,2.0,,4,1.0,Churn=Yes
4510,F9817,Male,Greater Manchester,0,1,0,14.0,,3,4.696087084436599,Churn=No
4511,E1060,Female,West Yorkshire,0,1,0,7.0,,1,7.0,Churn=No
4512,C5504,Female,Greater Manchester,0,1,0,9.0,,1,4.0,Churn=No
4513,G6895,Male,North Yorkshire,0,1,1,8.0,,2,7.0,Churn=No
4514,J7864,Male,Greater Manchester,0,0,0,0.0,,1,2.0,Churn=Yes
4515,F2399,Male,Greater London,1,1,0,4.0,,4,8.0,Churn=No
4516,C4005,Male,Lancashire,1,0,0,0.0,,4,3.0,Churn=Yes
4517,K3918,Female,Essex,0,0,0,3.0,,1,4.0,Churn=No
4518,J9186,Male,Greater London,1,1,0,9.0,,3,5.0,Churn=No
4519,F6853,Male,Merseyside,1,1,0,8.0,,3,2.0,Churn=No
4520,A3838,Male,Kent,1,1,0,11.0,,3,7.0,Churn=No
4521,B2416,Male,Devon,1,1,1,7.0,,2,4.696087084436599,Churn=No
4522,B5735,Male,Kent,0,0,0,1.0,,2,4.0,Churn=Yes
4523,A9068,Male,Greater Manchester,1,1,0,18.0,,4,0.0,Churn=No
4524,K7571,Male,Devon,1,0,1,8.0,,2,1.0,Churn=Yes
4525,J5327,Male,Greater London,1,1,0,0.0,,3,6.0,Churn=No
4526,A9350,Female,Greater London,1,1,0,16.0,,4,6.0,Churn=No
4527,F6974,Female,Lancashire,0,0,1,7.0,,2,4.0,Churn=No
4528,A6673,Female,West Midlands,1,1,1,7.0,,2,7.0,Churn=No
4529,I6121,Male,Greater Manchester,0,0,0,6.0,,1,1.0,Churn=Yes
4530,C6914,Male,Greater London,1,1,0,4.0,,4,8.0,Churn=No
4531,E3082,Female,Surrey,1,1,0,5.0,,1,7.0,Churn=No
4532,J2690,Female,Greater London,1,1,0,8.0,,4,8.0,Churn=No
4533,I1556,Female,Greater London,0,0,0,1.0,,1,2.0,Churn=Yes
4534,H9638,Female,Greater London,0,1,0,18.0,,1,7.0,Churn=No
4535,B3352,Female,Greater London,1,1,1,8.0,,2,5.0,Churn=No
